41
2
0 1 2
6 30 77
6 31 42
6 34 65
6 35 76
6 38 98
6 39 4
6 42 24
6 43 6
6 45 99
6 46 10
6 47 67
6 49 30
6 50 90
6 52 70
6 53 35
6 54 91
6 55 64
6 56 79
6 57 30
6 59 51
6 60 26
6 61 78
6 63 13
6 64 70
6 67 83
7 0 71
7 1 54
7 3 60
7 6 67
7 8 62
7 9 47
7 10 27
7 11 44
7 12 57
7 14 42
7 15 45
7 16 46
7 17 31
7 18 91
7 19 18
7 20 89
7 24 35
7 25 62
7 26 76
7 29 98
7 31 37
7 32 35
7 33 55
7 34 68
7 35 90
7 38 4
7 40 66
7 43 87
7 44 61
7 46 54
7 47 38
7 49 94
7 51 32
7 53 10
7 54 71
7 55 5
7 56 88
7 57 22
7 58 67
7 59 58
7 60 84
7 61 89
7 62 62
7 64 25
7 67 58
7 68 68
8 3 14
8 5 48
8 9 40
8 11 54
8 13 69
8 14 37
8 16 76
8 17 78
8 18 50
8 19 4
8 21 29
8 23 2
8 24 52
8 25 49
8 26 4
8 27 11
8 28 5
8 30 62
8 31 29
8 33 38
8 34 30
8 36 72
8 37 76
8 39 74
8 40 99
8 43 42
8 44 19
8 45 75
8 48 14
8 49 85
8 50 93
8 51 41
8 52 52
8 53 43
8 55 38
8 56 32
8 57 58
8 58 12
8 59 75
8 60 48
8 63 51
8 64 51
8 65 11
8 66 20
8 67 67
8 68 72
8 69 18
9 0 71
9 1 15
9 3 47
9 6 84
9 7 93
9 8 50
9 10 28
9 11 37
9 12 6
9 13 96
9 14 84
9 15 62
9 16 49
9 19 23
9 20 74
9 21 98
9 22 74
9 23 56
9 24 66
9 26 81
9 27 43
9 28 49
9 30 98
9 34 45
9 36 37
9 37 37
9 38 49
9 39 37
9 40 85
9 43 84
9 44 76
9 45 36
9 47 97
9 48 47
9 50 41
9 51 13
9 52 94
9 53 28
9 54 84
9 55 100
9 56 97
9 57 84
9 59 23
9 61 96
9 62 46
9 64 48
9 65 33
9 67 16
9 69 60
10 1 55
10 3 6
10 4 75
10 7 13
10 8 90
10 9 26
10 11 27
10 12 46
10 14 73
10 16 97
10 18 78
10 19 76
10 21 75
10 22 85
10 24 6
10 25 81
10 26 10
10 27 11
10 28 60
10 29 4
10 30 22
10 32 58
10 33 87
10 34 99
10 36 90
10 37 61
10 40 20
10 44 40
10 45 15
10 47 58
10 49 24
10 50 80
10 51 56
10 52 39
10 53 95
10 54 51
10 56 91
10 57 3
10 58 59
10 59 15
10 60 78
10 61 67
10 63 33
10 64 90
10 65 96
10 66 30
10 67 18
10 68 97
10 69 74
11 0 73
11 3 21
11 4 62
11 5 59
11 6 47
11 7 91
11 8 44
11 9 53
11 10 65
11 13 9
11 14 21
11 15 89
11 16 93
11 17 68
11 18 9
11 19 21
11 21 26
11 22 23
11 23 76
11 24 44
11 25 86
11 26 4
11 27 100
11 28 90
11 29 16
11 30 36
11 31 29
11 32 20
11 34 96
11 35 33
11 36 16
11 37 8
11 39 91
11 40 1
11 42 7
11 44 87
11 45 32
11 46 80
11 47 63
11 48 6
11 50 44
11 51 60
11 52 91
11 53 52
11 55 91
11 57 42
11 59 80
11 61 67
11 62 56
11 63 16
11 66 4
11 68 94
12 0 78
12 1 7
12 4 20
12 5 64
12 7 88
12 10 35
12 11 54
12 14 78
12 15 76
12 16 73
12 17 80
12 18 15
12 19 70
12 20 96
12 21 61
12 22 35
12 23 54
12 24 96
12 28 95
12 29 37
12 30 55
12 31 62
12 32 24
12 33 60
12 34 54
12 35 70
12 36 13
12 37 90
12 38 70
12 39 32
12 40 39
12 43 30
12 45 48
12 46 18
12 47 1
12 49 17
12 50 91
12 51 20
12 53 81
12 54 58
12 55 43
12 56 83
12 58 32
12 59 74
12 60 93
12 61 58
12 63 92
12 64 53
12 65 68
12 66 54
12 67 10
12 68 96
12 69 41
13 0 70
13 1 1
13 3 36
13 4 5
13 5 80
13 6 55
13 8 56
13 9 61
13 11 71
13 12 10
13 14 69
13 15 39
13 16 82
13 17 25
13 18 26
13 20 60
13 21 45
13 22 36
13 23 73
13 25 60
13 26 80
13 27 50
13 29 49
13 30 58
13 31 1
13 33 21
13 34 14
13 35 23
13 36 69
13 38 40
13 39 64
13 40 85
13 42 54
13 43 83
13 44 65
13 45 25
13 46 57
13 47 74
13 48 17
13 49 21
13 50 79
13 52 31
13 53 16
13 55 50
13 56 89
13 57 88
13 59 29
13 61 26
13 62 38
13 64 53
13 66 38
14 0 20
14 1 68
14 4 31
14 6 70
14 8 44
14 9 21
14 10 57
14 11 97
14 15 85
14 16 53
14 17 65
14 18 23
14 19 87
14 21 51
14 23 35
14 26 88
14 27 65
14 28 24
14 31 48
14 32 73
14 33 43
14 35 91
14 38 52
14 39 1
14 42 66
14 44 100
14 45 62
14 46 89
14 48 88
14 49 69
14 50 3
14 52 59
14 53 99
14 55 77
14 58 17
14 60 57
14 61 17
14 62 48
14 64 52
14 65 39
14 67 69
14 68 93
14 69 19
15 0 12
15 5 27
15 6 38
15 11 46
15 12 64
15 13 47
15 14 58
15 20 76
15 21 83
15 22 3
15 23 33
15 24 46
15 26 92
15 27 87
15 28 9
15 29 77
15 30 11
15 33 35
15 35 21
15 36 94
15 37 57
15 40 75
15 42 70
15 43 52
15 45 2
15 46 42
15 47 24
15 48 21
15 51 63
15 52 87
15 54 56
15 56 52
15 57 8
15 58 45
15 59 67
15 60 100
15 61 28
15 63 17
15 64 51
15 65 6
15 66 91
15 67 15
15 69 67
16 0 39
16 3 13
16 4 40
16 8 48
16 9 12
16 10 68
16 11 78
16 12 60
16 13 38
16 15 97
16 17 67
16 18 58
16 21 8
16 22 33
16 23 39
16 25 16
16 26 59
16 28 23
16 30 65
16 31 23
16 32 34
16 33 50
16 35 29
16 36 23
16 38 69
16 39 100
16 42 56
16 43 98
16 45 13
16 46 55
16 50 33
16 51 26
16 52 1
16 53 42
16 54 61
16 55 84
16 56 65
16 57 53
16 58 41
16 59 59
16 60 32
16 61 93
16 62 21
16 64 85
16 65 90
16 66 37
16 67 86
16 68 62
16 69 94
17 0 29
17 1 60
17 3 43
17 4 25
17 5 81
17 7 90
17 9 15
17 10 48
17 12 63
17 13 74
17 14 95
17 16 98
17 18 53
17 22 39
17 23 53
17 26 55
17 27 27
17 28 59
17 29 67
17 30 48
17 31 82
17 33 14
17 34 14
17 35 85
17 36 73
17 38 12
17 39 34
17 40 45
17 42 62
17 43 87
17 44 35
17 45 30
17 46 55
17 48 41
17 49 43
17 50 69
17 52 13
17 54 24
17 55 43
17 56 72
17 58 33
17 59 41
17 60 31
17 61 35
17 62 92
17 63 52
17 64 49
17 65 42
17 67 32
17 68 53
18 0 67
18 3 28
18 5 70
18 6 5
18 7 70
18 8 34
18 11 86
18 14 73
18 15 83
18 16 78
18 21 5
18 22 85
18 23 77
18 24 97
18 25 73
18 26 50
18 27 99
18 28 94
18 29 4
18 32 54
18 33 95
18 35 71
18 36 2
18 39 23
18 40 27
18 43 74
18 44 25
18 46 55
18 47 9
18 48 24
18 49 86
18 51 83
18 52 54
18 53 54
18 55 89
18 56 24
18 57 33
18 58 6
18 59 19
18 61 55
18 62 62
18 63 92
18 65 54
18 67 91
18 68 12
19 0 22
19 1 65
19 3 3
19 4 46
19 6 41
19 7 94
19 8 86
19 9 49
19 10 52
19 12 27
19 13 79
19 15 95
19 17 74
19 20 62
19 21 30
19 23 55
19 24 46
19 25 23
19 26 76
19 27 71
19 29 46
19 30 41
19 32 92
19 34 93
19 35 84
19 36 27
19 38 65
19 39 87
19 40 67
19 44 59
19 45 93
19 46 50
19 47 2
19 48 11
19 49 89
19 50 14
19 51 65
19 54 39
19 55 26
19 58 80
19 60 30
19 63 11
19 64 31
19 65 82
19 66 79
19 67 76
20 3 16
20 5 95
20 7 9
20 8 33
20 9 74
20 10 63
20 12 33
20 14 65
20 15 88
20 16 93
20 17 88
20 19 13
20 22 64
20 24 86
20 27 92
20 28 84
20 29 39
20 31 2
20 32 51
20 33 92
20 35 40
20 40 80
20 42 77
20 43 42
20 44 32
20 45 18
20 46 20
20 48 38
20 49 27
20 50 16
20 51 35
20 52 83
20 53 26
20 54 48
20 55 3
20 58 54
20 60 27
20 61 42
20 63 47
20 64 83
20 65 17
20 68 85
21 1 73
21 3 83
21 6 35
21 8 91
21 10 19
21 12 56
21 13 4
21 17 9
21 18 11
21 20 52
21 23 64
21 24 25
21 25 93
21 26 82
21 28 34
21 30 25
21 31 73
21 32 11
21 33 33
21 34 28
21 37 17
21 38 61
21 39 30
21 42 74
21 43 25
21 44 82
21 45 24
21 46 41
21 47 68
21 49 65
21 51 39
21 52 32
21 53 16
21 54 60
21 56 56
21 58 59
21 59 11
21 60 97
21 62 93
21 65 3
21 66 92
21 67 63
21 69 10
22 0 82
22 1 77
22 3 28
22 4 18
22 6 60
22 7 70
22 9 80
22 10 49
22 11 62
22 13 98
22 15 78
22 16 61
22 19 80
22 20 12
22 21 2
22 25 75
22 26 5
22 28 67
22 29 33
22 30 29
22 31 18
22 32 76
22 34 87
22 35 80
22 36 100
22 37 45
22 38 14
22 39 24
22 42 14
22 44 74
22 45 78
22 46 84
22 47 40
22 48 9
22 50 75
22 51 18
22 52 41
22 53 43
22 54 71
22 56 66
22 57 41
22 59 45
22 60 87
22 62 84
22 63 5
22 64 9
22 66 77
22 67 25
22 68 56
22 69 83
23 0 82
23 1 61
23 3 83
23 5 29
23 8 57
23 9 28
23 12 100
23 13 94
23 14 21
23 15 23
23 17 85
23 18 57
23 22 43
23 24 98
23 26 91
23 27 77
23 31 16
23 32 85
23 35 89
23 36 98
23 39 29
23 42 30
23 43 14
23 45 1
23 48 36
23 49 50
23 50 6
23 52 44
23 53 98
23 54 68
23 55 40
23 57 100
23 59 37
23 60 8
23 61 86
23 62 60
23 63 78
23 64 35
23 65 15
23 66 35
23 67 34
23 68 75
24 0 94
24 1 59
24 3 97
24 4 87
24 5 83
24 6 69
24 7 98
24 8 84
24 9 94
24 10 19
24 11 49
24 12 17
24 13 55
24 14 23
24 17 48
24 18 52
24 19 36
24 20 44
24 21 7
24 22 48
24 23 56
24 25 55
24 26 77
24 27 37
24 28 99
24 29 45
24 30 8
24 31 80
24 32 21
24 34 21
24 35 61
24 36 54
24 37 65
24 38 11
24 39 6
24 40 37
24 42 98
24 43 88
24 45 17
24 46 11
24 49 99
24 52 46
24 53 96
24 54 82
24 56 56
24 57 1
24 58 9
24 59 37
24 60 80
24 61 43
24 64 100
24 65 42
24 67 16
24 68 30
25 0 92
25 1 30
25 4 94
25 5 100
25 6 10
25 7 33
25 8 81
25 10 87
25 12 46
25 13 47
25 14 31
25 16 74
25 17 53
25 18 80
25 20 73
25 21 33
25 22 9
25 24 46
25 27 34
25 29 14
25 30 78
25 34 90
25 36 66
25 37 91
25 38 50
25 39 78
25 40 1
25 42 53
25 43 11
25 44 12
25 45 83
25 47 80
25 49 34
25 50 25
25 51 68
25 52 27
25 53 15
25 54 13
25 55 85
25 56 2
25 58 73
25 59 90
25 63 75
25 64 43
25 65 12
25 67 44
25 68 40
25 69 56
26 1 3
26 4 27
26 5 53
26 7 37
26 12 33
26 13 22
26 15 44
26 17 100
26 18 99
26 19 79
26 20 84
26 21 76
26 22 2
26 25 23
26 28 90
26 30 12
26 32 72
26 33 5
26 34 9
26 36 10
26 37 78
26 38 85
26 39 64
26 42 6
26 43 53
26 45 61
26 46 65
26 48 85
26 49 23
26 51 33
26 52 11
26 53 52
26 54 45
26 55 6
26 56 32
26 58 4
26 60 45
26 61 41
26 63 55
26 65 62
26 66 100
26 67 38
26 68 30
26 69 7
27 0 73
27 1 15
27 3 21
27 4 85
27 5 82
27 6 81
27 7 93
27 9 65
27 10 22
27 14 92
27 16 53
27 17 56
27 18 36
27 20 90
27 21 46
27 22 61
27 23 75
27 25 26
27 26 17
27 28 56
27 30 69
27 32 41
27 33 28
27 36 38
27 39 88
27 42 20
27 43 30
27 44 67
27 45 61
27 46 80
27 47 14
27 51 80
27 52 96
27 53 32
27 55 64
27 56 85
27 57 6
27 60 23
27 61 15
27 64 10
27 66 89
27 67 11
27 69 73
28 0 15
28 1 93
28 3 91
28 6 56
28 8 99
28 9 62
28 10 98
28 11 29
28 12 50
28 16 35
28 17 91
28 18 30
28 19 51
28 20 46
28 21 42
28 22 73
28 24 58
28 27 100
28 29 95
28 30 91
28 32 83
28 34 68
28 35 46
28 38 57
28 39 47
28 40 63
28 42 69
28 44 96
28 45 91
28 48 80
28 49 25
28 50 32
28 51 92
28 53 42
28 54 51
28 55 34
28 56 37
28 57 76
28 58 20
28 59 90
28 60 7
28 62 60
28 63 70
28 65 49
28 66 52
28 67 85
28 68 49
28 69 91
29 0 77
29 3 38
29 4 4
29 6 53
29 7 96
29 8 17
29 9 24
29 10 18
29 11 55
29 13 38
29 14 96
29 15 61
29 16 52
29 17 43
29 18 44
29 19 91
29 21 20
29 22 27
29 23 3
29 24 28
29 26 14
29 27 98
29 30 4
29 32 13
29 33 71
29 34 41
29 35 29
29 36 72
29 38 24
29 40 100
29 46 27
29 50 77
29 52 2
29 57 81
29 58 58
29 60 42
29 62 100
29 63 31
29 66 2
29 67 33
29 69 14
30 3 87
30 4 40
30 5 67
30 6 61
30 7 40
30 8 68
30 9 41
30 10 81
30 11 63
30 12 43
30 13 91
30 14 82
30 15 71
30 18 59
30 19 17
30 20 97
30 21 96
30 22 67
30 23 79
30 26 93
30 29 2
30 31 54
30 32 100
30 33 43
30 36 80
30 37 5
30 38 64
30 39 39
30 42 80
30 43 19
30 44 31
30 46 92
30 48 84
30 51 54
30 54 15
30 55 33
30 56 43
30 58 38
30 59 90
30 60 42
30 61 70
30 62 55
30 64 11
30 65 45
30 66 85
30 68 16
30 69 72
31 0 51
31 1 45
31 3 75
31 4 39
31 5 34
31 8 21
31 9 43
31 10 3
31 11 93
31 12 47
31 13 26
31 15 64
31 16 63
31 17 41
31 18 18
31 19 76
31 21 76
31 22 74
31 23 91
31 24 16
31 25 35
31 26 17
31 27 92
31 28 86
31 29 56
31 32 18
31 33 74
31 34 73
31 35 30
31 37 20
31 38 23
31 39 84
31 42 30
31 45 41
31 47 70
31 48 48
31 50 11
31 51 38
31 56 57
31 59 39
31 63 43
31 64 15
31 65 10
31 66 43
31 67 14
31 68 16
31 69 50
32 0 94
32 1 84
32 3 87
32 4 79
32 6 68
32 7 48
32 8 14
32 9 28
32 11 44
32 12 78
32 14 77
32 15 33
32 17 55
32 19 59
32 20 32
32 21 54
32 22 4
32 23 98
32 24 15
32 25 31
32 27 66
32 28 43
32 29 20
32 30 57
32 31 94
32 33 100
32 34 63
32 35 36
32 36 64
32 37 83
32 40 58
32 42 81
32 45 6
32 48 71
32 49 21
32 50 54
32 51 26
32 54 43
32 55 91
32 56 8
32 57 47
32 58 33
32 61 16
32 62 11
32 63 27
32 65 96
32 68 60
33 0 56
33 1 92
33 3 82
33 6 52
33 8 46
33 9 38
33 11 46
33 13 63
33 14 55
33 15 46
33 17 53
33 18 29
33 20 74
33 21 29
33 22 56
33 25 34
33 26 53
33 28 15
33 30 52
33 31 44
33 32 17
33 34 4
33 36 58
33 37 96
33 39 45
33 40 80
33 43 17
33 44 60
33 45 39
33 47 7
33 48 16
33 50 43
33 51 54
33 52 75
33 53 81
33 55 35
33 56 45
33 57 34
33 58 18
33 60 4
33 61 83
33 62 12
33 63 79
33 64 4
33 65 52
33 67 4
34 0 42
34 1 19
34 5 47
34 7 7
34 8 95
34 9 32
34 10 32
34 11 46
34 12 41
34 13 17
34 14 1
34 16 65
34 19 39
34 20 17
34 22 42
34 23 11
34 25 6
34 27 28
34 28 32
34 29 80
34 30 8
34 31 38
34 32 57
34 33 95
34 35 22
34 36 2
34 37 62
34 38 86
34 39 9
34 40 3
34 42 39
34 43 32
34 45 53
34 46 100
34 47 66
34 48 77
34 50 59
34 51 6
34 52 92
34 53 41
34 54 74
34 55 7
34 56 72
34 57 85
34 59 19
34 61 20
34 62 69
34 63 4
34 67 5
34 68 81
34 69 81
35 0 37
35 1 10
35 5 15
35 6 70
35 9 80
35 10 76
35 12 99
35 13 42
35 14 91
35 15 79
35 16 69
35 17 45
35 18 35
35 20 27
35 21 47
35 22 33
35 23 67
35 24 10
35 25 76
35 27 36
35 28 99
35 30 15
35 31 61
35 33 44
35 34 61
35 37 74
35 38 77
35 39 74
35 40 2
35 43 96
35 45 52
35 46 38
35 47 21
35 48 84
35 49 16
35 51 49
35 53 92
35 54 72
35 56 49
35 57 42
35 58 66
35 60 78
35 62 45
35 64 66
35 66 93
35 67 63
35 68 97
35 69 29
36 0 10
36 1 38
36 3 4
36 4 24
36 5 92
36 8 39
36 9 16
36 10 23
36 12 71
36 13 53
36 15 18
36 16 71
36 17 12
36 19 19
36 20 8
36 22 62
36 25 57
36 27 27
36 30 69
36 31 91
36 32 37
36 33 79
36 34 92
36 35 98
36 37 32
36 38 10
36 39 33
36 40 74
36 42 36
36 43 94
36 44 41
36 45 7
36 46 50
36 47 44
36 48 15
36 49 3
36 50 65
36 51 82
36 53 49
36 56 84
36 57 35
36 62 41
36 63 59
36 64 87
36 66 70
36 67 30
36 68 99
37 0 6
37 1 57
37 3 22
37 4 83
37 5 61
37 6 27
37 7 10
37 10 16
37 12 33
37 15 47
37 16 37
37 18 42
37 20 3
37 22 50
37 23 76
37 24 9
37 26 35
37 27 76
37 29 32
37 30 90
37 33 29
37 34 40
37 35 59
37 36 37
37 38 44
37 40 54
37 42 94
37 43 45
37 44 83
37 45 18
37 46 95
37 47 60
37 50 34
37 51 88
37 52 82
37 53 17
37 55 44
37 57 82
37 59 3
37 60 62
37 62 98
37 63 14
37 65 10
37 66 48
37 67 40
37 69 97
38 1 49
38 3 53
38 4 18
38 8 35
38 9 55
38 10 30
38 11 87
38 12 81
38 13 96
38 15 37
38 16 23
38 17 41
38 18 33
38 19 77
38 20 11
38 21 87
38 22 86
38 24 55
38 27 49
38 29 47
38 30 9
38 32 78
38 34 65
38 36 75
38 37 83
38 39 76
38 40 43
38 42 8
38 43 40
38 44 11
38 45 46
38 46 31
38 47 78
38 50 19
38 51 31
38 55 39
38 56 69
38 58 42
38 59 95
38 60 30
38 61 54
38 62 35
38 63 2
38 66 87
38 67 47
38 68 8
38 69 38
39 0 13
39 1 5
39 3 35
39 4 30
39 5 16
39 6 48
39 9 41
39 10 5
39 11 61
39 13 64
39 14 48
39 15 9
39 17 52
39 22 31
39 24 83
39 26 87
39 27 64
39 28 43
39 30 56
39 31 63
39 35 73
39 40 82
39 43 56
39 44 33
39 45 53
39 47 35
39 49 85
39 51 50
39 53 18
39 54 32
39 56 55
39 57 31
39 58 43
39 59 62
39 60 76
39 62 96
39 63 63
39 65 64
39 66 60
39 67 56
39 68 89
40 0 34
40 3 83
40 4 77
40 5 92
40 7 26
40 8 63
40 10 79
40 11 40
40 12 38
40 14 58
40 15 72
40 18 65
40 19 57
40 22 42
40 23 15
40 24 13
40 25 3
40 26 81
40 27 26
40 28 81
40 30 7
40 32 59
40 33 67
40 37 76
40 38 62
40 42 56
40 45 8
40 46 24
40 47 27
40 49 32
40 50 21
40 51 27
40 52 44
40 53 84
40 56 88
40 58 84
40 59 53
40 60 17
40 61 97
40 63 12
40 64 24
40 66 1
40 67 84
40 68 89
42 0 69
42 3 3
42 4 41
42 6 55
42 8 27
42 9 73
42 10 39
42 11 51
42 13 45
42 14 18
42 15 83
42 16 82
42 19 28
42 20 60
42 21 55
42 22 58
42 23 24
42 24 89
42 25 88
42 26 99
42 27 64
42 28 77
42 29 6
42 30 19
42 31 88
42 33 14
42 34 45
42 35 11
42 36 82
42 37 98
42 38 46
42 39 50
42 40 86
42 43 59
42 44 35
42 46 55
42 47 85
42 48 31
42 51 97
42 52 61
42 55 45
42 56 65
42 57 5
42 58 34
42 59 19
42 60 26
42 61 61
42 62 46
42 63 94
42 64 84
42 65 6
42 66 19
42 67 16
42 68 21
42 69 15
43 0 33
43 1 84
43 4 34
43 5 40
43 7 22
43 9 8
43 10 85
43 11 18
43 12 29
43 14 49
43 15 5
43 16 49
43 17 28
43 19 94
43 22 44
43 24 18
43 25 51
43 26 69
43 27 47
43 28 36
43 30 20
43 31 14
43 32 95
43 33 74
43 34 17
43 35 91
43 37 93
43 38 73
43 40 2
43 42 62
43 44 20
43 45 50
43 46 66
43 48 14
43 50 42
43 51 92
43 52 14
43 53 59
43 54 33
43 55 50
43 56 17
43 57 18
43 58 88
43 61 17
43 63 50
43 64 10
43 65 82
43 66 71
43 67 74
43 68 37
43 69 100
44 0 53
44 1 46
44 4 92
44 5 86
44 9 17
44 12 41
44 14 85
44 15 70
44 17 25
44 19 68
44 20 7
44 21 33
44 23 98
44 24 63
44 26 72
44 27 12
44 28 50
44 29 47
44 32 70
44 33 35
44 34 41
44 39 32
44 43 79
44 45 3
44 46 13
44 47 83
44 48 25
44 50 72
44 54 62
44 56 88
44 57 68
44 58 17
44 59 22
44 60 84
44 62 61
44 67 3
44 69 12
45 0 5
45 1 93
45 4 17
45 5 74
45 7 38
45 8 36
45 11 37
45 13 88
45 15 94
45 16 90
45 17 20
45 18 6
45 23 58
45 24 15
45 25 94
45 26 19
45 27 23
45 28 25
45 29 99
45 31 29
45 33 15
45 34 29
45 35 27
45 36 62
45 39 64
45 42 78
45 49 11
45 52 35
45 54 4
45 55 63
45 56 63
45 57 98
45 58 80
45 59 54
45 60 73
45 62 87
45 67 1
45 68 87
46 1 62
46 3 100
46 6 36
46 7 7
46 8 12
46 9 58
46 11 90
46 13 88
46 16 37
46 17 25
46 18 59
46 19 86
46 20 78
46 22 81
46 23 91
46 24 33
46 26 29
46 28 2
46 29 18
46 30 10
46 31 62
46 32 59
46 33 43
46 34 85
46 35 68
46 36 62
46 39 41
46 40 5
46 42 9
46 43 75
46 44 7
46 47 92
46 48 7
46 49 24
46 51 80
46 52 60
46 54 47
46 56 52
46 57 82
46 58 53
46 60 11
46 61 35
46 62 73
46 64 43
46 65 22
46 68 28
47 0 98
47 1 88
47 3 4
47 4 51
47 5 21
47 7 56
47 8 99
47 9 3
47 10 80
47 12 89
47 14 50
47 15 85
47 16 58
47 17 78
47 19 13
47 20 88
47 21 96
47 22 72
47 23 19
47 25 13
47 27 1
47 28 22
47 29 28
47 30 20
47 31 74
47 34 35
47 35 56
47 36 100
47 37 83
47 38 28
47 39 24
47 40 95
47 42 41
47 43 53
47 44 60
47 45 79
47 46 51
47 48 74
47 50 57
47 51 65
47 52 25
47 53 50
47 54 25
47 57 73
47 58 9
47 59 17
47 61 91
47 62 74
47 63 68
47 64 36
47 65 87
47 66 11
47 67 47
47 68 83
47 69 66
48 0 22
48 1 55
48 5 66
48 6 26
48 8 45
48 9 94
48 11 80
48 12 45
48 13 5
48 14 95
48 16 47
48 17 68
48 20 5
48 21 96
48 22 73
48 23 86
48 24 43
48 25 14
48 26 96
48 27 56
48 28 20
48 29 68
48 31 25
48 32 31
48 36 17
48 39 77
48 42 72
48 43 60
48 44 78
48 45 58
48 49 34
48 50 1
48 51 80
48 52 47
48 53 44
48 54 3
48 56 40
48 57 68
48 58 31
48 60 69
48 61 28
48 62 73
48 63 83
48 64 4
48 65 91
48 67 24
48 69 2
49 1 97
49 3 31
49 4 5
49 6 32
49 7 9
49 8 22
49 9 84
49 10 32
49 11 85
49 12 67
49 13 73
49 14 47
49 15 58
49 16 32
49 18 14
49 19 49
49 20 83
49 21 100
49 22 23
49 23 43
49 24 49
49 26 32
49 28 48
49 29 48
49 31 82
49 32 60
49 33 57
49 34 28
49 36 60
49 38 29
49 39 25
49 43 9
49 45 67
49 46 27
49 47 53
49 51 20
49 52 16
49 53 91
49 55 85
49 56 95
49 57 54
49 58 83
49 59 44
49 61 12
49 62 85
49 64 82
49 66 73
49 67 19
50 0 40
50 1 24
50 4 14
50 5 74
50 8 41
50 9 64
50 10 92
50 12 20
50 13 4
50 14 45
50 15 16
50 16 14
50 17 35
50 19 28
50 20 44
50 21 66
50 22 83
50 23 92
50 24 74
50 25 79
50 26 54
50 28 24
50 29 89
50 31 14
50 32 73
50 33 47
50 34 30
50 37 19
50 38 2
50 39 98
50 40 75
50 43 36
50 45 34
50 47 24
50 49 10
50 51 56
50 52 91
50 54 38
50 56 22
50 60 89
50 61 51
50 63 100
50 65 49
50 66 62
50 69 81
51 0 34
51 1 63
51 5 79
51 6 53
51 7 4
51 8 43
51 9 7
51 10 4
51 11 89
51 12 76
51 14 76
51 15 46
51 17 44
51 18 80
51 20 65
51 21 52
51 22 13
51 23 28
51 24 5
51 25 89
51 26 14
51 27 76
51 29 59
51 31 36
51 32 33
51 33 68
